rid,id,text
42,42:6,pretty much everything else about the computer is good it just stops working out of no were.
42,42:7,i love the size of the computer since i play games on it.
42,42:8,i also love having the extra calculator number set up on the keyboard which most laptops do not have.
42,42:9,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.
42,42:10,So i would not reccomend anyone buying this computer
6,6:0,"First, it does not have a push button to open the lid."
6,6:1,It is held in place magnetically.
6,6:2,There is a little indent to help open it - but good luck with that.
6,6:3,"Once open, the leading edge is razor sharp."
6,6:4,This is the complete opposite to an ergonomic design.
6,6:5,Using this machine is like a mild form of torture.
6,6:6,"In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con)."
6,6:7,The much lauded combined touch pad and clicker is a nightmare.
6,6:8,I lost two items I was working on until I figured out what was happening.
6,6:9,"Also, the space bar makes a noisy click every time you use it."
6,6:10,"I hate to say this, but if I could take this back to the shop and get my money back, then I would."
6,6:11,"It is absolutely horrible to use, despite all its so called advanced features."
6,6:12,I regret buying it before understanding how awful it is to use.
6,6:13,"Buy this if you like being tortured, teased, frustrated and wasting twice as much time as you spent using your old Mac."
6,6:14,It's a bummer and one out of five is being kind.
6,6:15,My Mac has gone from being a trusted friend to an adversary.
6,6:16,I'm going to try and keep my old G4 on the road for as long as possible.
6,6:17,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash."
68,68:0,"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size."
68,68:1,But the screen size is not that bad for email and web browsing.
68,68:2,I like this machine because its very lightweight...
68,68:3,very convenient when you travel and the battery life is excellent...
68,68:4,10 hours of battery life is really something else....
68,68:5,I highly recommend that you buy this product.
7,7:0,"I've owned every ""Pro"" model Apple laptop for the last 8 years, this is BY FAR the WORST one I've ever had."
7,7:1,"It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!"
7,7:2,I Hate it!
70,70:0,It is the easiest computer I have ever used
70,70:1,I have had some excellent computer and have found I had no idea what to do with them
70,70:2,"I saw this one, and I have the most difficult time trying to use them, they've made great dust collectors, I hate putting this computer down"
70,70:3,I LOVE IT!
70,70:4,I can't say enough good for it!
72,72:0,It's A MAC!!
72,72:1,"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go."
72,72:2,I like to use it at the race track to handiecap the horse races.
72,72:3,It's face and depanable.
72,72:4,As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....
72,72:5,it's just a great toy to have around.
73,73:0,very very slow laptop.
73,73:1,tons of bloatware and junk programs.
73,73:2,can't reinstall with standard os cd because of proprietary hardware drivers.
73,73:3,keys are all in weird places and is way too large for the way it is designed.
73,73:4,lots of extra space but the keyboard is ridiculously small.
266,266:0,Amazing machine.
266,266:1,"It is a big big, but since it has a 18.4"" screen what would you expect!"
266,266:2,It is truly a Desktop Replacement.
266,266:3,Very fast and efficient!
266,266:4,Does a great job with video shot on a Canon 5D MKII.
266,266:5,Very happy with my 7th Toshiba laptop!
259,259:0,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!"
259,259:1,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC."
259,259:2,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie."
259,259:3,I especially appreciate the fact that it has almost zero viruses and spyware problems!
259,259:4,"The only drawback for me is how dirty the screen gets, and rather quickly too."
259,259:5,I'm hoping that I can find a really quick way to clean it without it getting too gross.
259,259:6,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.
259,259:7,Now I have the best of both worlds with all of the power and ease of the Mac!
259,259:8,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!"
100,100:0,I never have had a good result with this computer.
100,100:1,"I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad."
100,100:2,"They told me it was my loss even though it was the computer, not  what I've done."
100,100:3,"The hard drive crashed as well, and I had to buy a new  power cord."
100,100:4,"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life."
100,100:5,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth."
100,100:6,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.
147,147:0,I just bought this laptop 3 days ago.
147,147:1,The right speaker did not work.
147,147:2,I took it back to the store and exchanged it for another one.
147,147:3,"Again, the same problem, the right speaker did not work."
147,147:4,I returned the 2nd laptop for a full refund.
149,149:0,the mouse pad and buttons are the worst i've ever seen.
149,149:1,sometimes you will be moving your finger and the pointer will not even move.
149,149:2,the mouse buttons are hard to push.
149,149:3,i cant believe HP put this out.
149,149:4,do not buy you will be disappointed.
149,149:5,i'm returning mine
150,150:0,dell is a decently made pc.
150,150:1,although its windows vista compared to windows xp sucks.
150,150:2,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.
150,150:3,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.
150,150:4,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.
275,275:0,"I love HP,, it's the only computer/printer we will buy."
275,275:1,Got this for a graduation gift for my daughter for her to use at college.
275,275:2,This is perfect for her field.
104,104:0,"At first when I got this product, I loved it."
104,104:1,"The computer itself was fast, ran smoothly, and had no problems."
104,104:2,"Then, within 5 months, the charger crapped out on me."
104,104:3,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty."
104,104:4,"2 months later, the battery went."
104,104:5,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die."
104,104:6,"THEN, one month after the warranty expired, the replacement charger went."
104,104:7,I had to pay $100 for a universal charger for this cheap $300 laptop.
104,104:8,Not worth it one bit.
104,104:9,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory."
104,104:10,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use."
104,104:11,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose."
104,104:12,And it is impossible to get them back in.
122,122:0,Strengths:Well-shaped
122,122:1,Weaknesses:A bad videocard!
122,122:2,"Posted Nov 8, 2010 -"
122,122:3,Two weeks ago I bought this notebook.
122,122:4,What can I say.
122,122:5,The first programm I switched on was a game for my children.
122,122:6,After 20-30 min the screen of the notebook switched off.
122,122:7,"It was still working, but there was nothing on the screen."
122,122:8,I was said it's videocard.
122,122:9,Very disappointed!
122,122:10,Didn't expect to repair it at once!
122,122:11,Going to bring it to service today.
122,122:12,Don't buy this model.
124,124:0,An absolutely hateful machine that no one should get of their own free will.
124,124:1,I just can't fathom that the celebrated Dell would last a week in environment of free competition with normal products - it only survives b/c its substandard laptops are forced onto captive students and employees through question-raising programs.
124,124:2,"Mine came at $1,700 w/o a DVD burner (!)."
124,124:3,Enough said.
124,124:4,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk."
124,124:5,"The 4 USB ports are nice, but the two on the side only work now and then."
124,124:6,Keyboard could use some trimming.
124,124:7,"Did I mention everything about it, from size to weight to keyboard screams BULK?"
263,263:0,I'm glad I made the choice to switch and buy this MAC.
263,263:1,The benefits were immediate!
263,263:2,Awesome graphics!
263,263:3,Applications respond immediately (not like the tired MS applications).
263,263:4,"I can actually get work done with this MAC, and not fight with it like my tired old PC laptop."
263,263:5,The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!
263,263:6,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!"
263,263:7,"After doing CAD work all day at work, using a higher end PC, I couldn't come home and settle for the use of a lower end computer."
263,263:8,This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!
263,263:9,"I've saved a lot of time and headaches so far, using my new MacBook Pro."
263,263:10,"I am definitely sold, and not going back to PCs for home use!"
257,257:0,I previously owned an HP desktop and a Dell laptop.
257,257:1,Both computers started acting extremely slow within the first year of owning them.
257,257:2,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it."
257,257:3,I especially like the backlit keyboard.
257,257:4,It makes doing schoolwork at night so much easier.
257,257:5,"It is also very lightweight, making transporting this computer very easy."
257,257:6,The graphics on this computer are also stellar - very clear and vivid.
257,257:7,"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned."
257,257:8,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike."
257,257:9,The program came with the computer and works beautifully.
257,257:10,I definitely will buy a Mac again if and when this computer ever fails.
102,102:0,My hp G60-244dx died after only 16 months.
102,102:1,It started out getting hot after only a few months.
102,102:2,I should have sent it back to them then.
102,102:3,At 16 months it started shutting off after only 5 or 10 minutes.
102,102:4,I use a cooling pad but it doesn't help.
102,102:5,I took it to the shop and they said It would cost too much to repair it.
102,102:6,I had a toshiba for 10 years.
102,102:7,I'll stick to Tashiba.
11,11:0,I will have to say that I love my MacBook Pro!
11,11:1,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.
11,11:2,I have used different laptops in the past and I have to rate this one way above the rest.
11,11:3,This is now my 3rd MacBook Pro and I really honestly love it!
11,11:4,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!"
11,11:5,The MacBook Pro is very sturdy and versatile.
11,11:6,I love it!
11,11:7,"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!"
11,11:8,We are addicted to the Mac.
11,11:9,This is a great laptop and I would recommend it to anyone.
11,11:10,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!
11,11:11,Great laptop that offers many great features!
11,11:12,Lightweight and the screen is beautiful!
13,13:0,I have had my new Macbook Pro i5 for a couple of days and have recycled ALL of my old PC laptops.
13,13:1,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.
13,13:2,"Before i bought my new i5, I did my research for about 2 weeks and determined to move for HP to Apple for reliability, dependable, and long lasting operations."
13,13:3,"Buy it, love it, and I promise you won't regret it."
148,148:0,This computer is good for 10 days then it sucks for the rest of your life.
148,148:1,"Don't waste their money, save it and but a mac."
148,148:2,You will regret it if you buy any dell.
148,148:3,Dell sucks
154,154:0,The only pro to this computer is it was under $600!
154,154:1,Everything is falling apart internally and externally.
154,154:2,"I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program."
154,154:3,With in weeks of purchasing my computer is began to slow down.
154,154:4,"I am constantly trying to uninstall programs, clean cookies, and delete unused files."
154,154:5,Nightly my computer defrags itself and runs a virus scan.
154,154:6,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed."
154,154:7,"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works."
154,154:8,"I have Vista, so I am unable to install and uninstall  some programs."
154,154:9,I can't even install one of the 3 printers I have in my house so I am unable to print.
154,154:10,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare."
154,154:11,In short I would never buy a Compaq again.
154,154:12,"My last computer, a Toshiba, cost only $400, and worked like a charm for many years."
183,183:0,I bought this laptop on Saturday and am completely in love with it!
183,183:1,It was super easy to set up and Is really easy to get used to.
183,183:2,The online tutorial videos make it super easy to learn if you have always used a PC.
183,183:3,I now travel with this laptop and my work PC.
183,183:4,I love the Mac so much better than my work PC!
183,183:5,I will never go back to Windows!
195,195:0,"Never any doubt I would get a MacBook, just wasn't sure which one."
195,195:1,"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook."
195,195:2,The performance is awesome.
195,195:3,I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.
22,22:0,"With all the goodies inside this machine, it is a value."
22,22:1,It is very well built.
22,22:2,The keyboard is top notch.
22,22:3,The touch pad is among the best.
22,22:4,"The screen is huge and coloful, but no LED backlighting."
22,22:5,"The video card is great for media, and above average for gaming, but not a gamers first choice."
22,22:6,The problem I had with this unit was unresolvable.
22,22:7,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error."
22,22:8,"I realize that not every unit has this issue, but the ones that do cannot be repaired."
22,22:9,"I acually believe the issue is with the Nvidia grafics card, but still requires a return."
22,22:10,"Instead of taking another chance on Toshiba, I went with an Asus G73JH-x3."
22,22:11,"They offer the best warranty in the business, and don't 3rd party it out like Toshiba."
22,22:12,"For the same price, you get a lot more in the Asus....1920x1080 res./ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen..."
22,22:13,"Sorry Toshiba, but 1st impressions do count for something."
164,164:0,I got the black MacBook two years ago and have never regretted it.
164,164:1,It was a hard decision for me since the MacBook Pro looked so appealing.
164,164:2,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming."
164,164:3,So this was great for me.
164,164:4,It has just enough RAM to run smoothly and enough memory to satisfy my needs.
164,164:5,Plus it is small and reasonably light so I can take it with me to and from work.
164,164:6,I also travel with it and it never gives me any problems.
164,164:7,It was also cheaper than the Pro which made it even more appealing to me.
164,164:8,"Sadly Apple has discontinued this MacBook, I think it was never super popular since it fell somewhere in between the cheapest white model and the smaller Pros."
164,164:9,But I am glad to have gotten mine right before they stopped making it.
164,164:10,"I look forward to years of use, it has held up well over the years and it fits my needs very well."
367,367:0,I bought this laptop about a month ago to replace my compaq laptop.
367,367:1,I paid about the same for my Toshiba as I did for the compaq a few years back.
367,367:2,The difference is the Toshiba had a lot more memory and hard drive space.
367,367:3,It's super fast and a great value for the price!
367,367:4,I would definitely recommend checking out this laptop if you are in the market for one.
105,105:0,"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard."
105,105:1,Bought this gateway M-50 or 150 early 2007.
105,105:2,"A MONTH LATER, we reinstall the OS (Vista)."
105,105:3,"A coupla months later, they change my hard drive."
105,105:4,"A month or so ago, the freaking motherboard just died."
105,105:5,Went silently.
105,105:6,"One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does."
105,105:7,THE MOTHERBOARD IS DEAD !
105,105:8,"And I'm still paying the bloody financing, for a product which didn't last me at least three years !"
128,128:0,"I initially purchased my Macbook Pro 13"" in April, and I loved it."
128,128:1,I had never owned a Mac before;
128,128:2,I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.
128,128:3,I was so happy with my new Mac.
128,128:4,for 2 months.
128,128:5,Then the hard drive failed;
128,128:6,"my information was all lost (my fault, I know, but I never thought I would need to back up my information on a brand new Mac, the paragon of all computers!"
128,128:7,"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely."
128,128:8,I can't even turn it off.
128,128:9,It's catatonic.
128,128:10,"Even if Apple replaces whatever needs replacing I wonder if, since I seem to be doubling the amount of time I get out of it each time it's ""like new,"" I might have 8 months next time."
128,128:11,"Oh, boy!"
128,128:12,"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine."
128,128:13,I'm going back to PC.
128,128:14,At least those computers didn't just die on me like this one.
171,171:0,"Great battery, speed, display."
171,171:1,It WORKS!
171,171:2,I always swore by PCs and would never consider a MAC.
171,171:3,"As it turns out, I just didn't know any better."
171,171:4,My house is now 100% Macbook.
171,171:5,"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc."
171,171:6,THIS is what a laptop is supposed to be.
21,21:0,I thought the price was great for the specs.
21,21:1,"But after using it a couple of weeks, the overall operation is poor."
21,21:2,I hate the display screen and I have done everything I could do the change it.
21,21:3,The keyboard is too slick.
21,21:4,"I really don't like it, but I am stuck."
228,228:0,Dell Latitude d620 is not a reliable machine.
228,228:1,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes."
228,228:2,Later it held zero charge and its replacement worked for less than three months.
228,228:3,The machine is slow to boot up and occasionally crashes completely.
234,234:0,This is the first Apple product that I have purchased.
234,234:1,VERY disappointing:
234,234:2,I was not aware that this product cannot display websites that contain Flash.
234,234:3,About 1/2 of the sites I need to visit because of my work contain some type of Flash.
234,234:4,"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING."
234,234:5,One of the primary reasons why I purchased an IPad was to store photographs so that I could show to my customers.
234,234:6,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line."
234,234:7,"I go to purchase it on line, and I find out that the device will not be available until almost two months later!"
234,234:8,I now realize that my $900 would have been better spent on a Windows laptop.
139,139:0,"HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked."
139,139:1,But as time went on I found it almost impossible to keep the thing on-line through wi-fi.
139,139:2,Eventually the screen went blank and the computer would not turn on.
139,139:3,HP said it was out of warranty.
139,139:4,Guess I'll stay away from HP.
196,196:0,My MacBook is probably the best investment I have ever made.
196,196:1,I have had it for almost four years now and I have only had a few problems with it.
196,196:2,"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead."
196,196:3,"If you had PC for four years I can almost gaurentee that something would of gone wrong by now, maybe even forcing you to replace your entire computer."
196,196:4,I love this computer.
196,196:5,"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done."
196,196:6,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software."
196,196:7,The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.
196,196:8,Games being the main issue.
196,196:9,It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.
196,196:10,I feel that enough people have Macs these days and that companies need to start making things more compatable than they used to be.
196,196:11,Other than that I don't have one complaint in the world!
B0096VDM8G_16_A1O57E5JJJCTEU,B0096VDM8G_16_A1O57E5JJJCTEU:0,"This computer periodically crashes (Office, IPhoto, Safari)."
B0096VDM8G_16_A1O57E5JJJCTEU,B0096VDM8G_16_A1O57E5JJJCTEU:1,It takes a long time to get on the Web and to change Web Sites.
B0096VDM8G_16_A1O57E5JJJCTEU,B0096VDM8G_16_A1O57E5JJJCTEU:2,Locks up she searching for updates.
B0096VDM8G_16_A1O57E5JJJCTEU,B0096VDM8G_16_A1O57E5JJJCTEU:3,Just to be clear.
B0096VDM8G_16_A1O57E5JJJCTEU,B0096VDM8G_16_A1O57E5JJJCTEU:4,I have been an Apple user since they switched to Intel.
B0096VDM8G_16_A1O57E5JJJCTEU,B0096VDM8G_16_A1O57E5JJJCTEU:5,I have had Macbook PROs and Macbook Airs and have never had a problem.
B0096VDM8G_16_A1O57E5JJJCTEU,B0096VDM8G_16_A1O57E5JJJCTEU:6,It seems that this computer might be a lemon.
B0096VDM8G_16_A1O57E5JJJCTEU,B0096VDM8G_16_A1O57E5JJJCTEU:7,I purchased it through Amazon.
B0096VDM8G_16_A1O57E5JJJCTEU,B0096VDM8G_16_A1O57E5JJJCTEU:8,I have had one complaint into the supplier but got little support.
B0096VDM8G_16_A1O57E5JJJCTEU,B0096VDM8G_16_A1O57E5JJJCTEU:9,I am taking the computer to Apple to see what they think.
B0096VDM8G_22_AFFVUIIK2NR27,B0096VDM8G_22_AFFVUIIK2NR27:0,"I purchased my Macbook Pro Retina from my school since I had a student discount, but I would gladly purchase it from Amazon for full price again if I had too."
B0096VDM8G_22_AFFVUIIK2NR27,B0096VDM8G_22_AFFVUIIK2NR27:1,"The Retina is great, its amazingly fast when it boots up because of the SSD storage and the clarity of the screen is amazing as well."
B0096VDM8G_22_AFFVUIIK2NR27,B0096VDM8G_22_AFFVUIIK2NR27:2,But if you buy this i would highly recommend that you buy a case and screen protector for this machine as they are known to be quite fragile.
B0096VDM8G_17_AO81S50LQB6N8,B0096VDM8G_17_AO81S50LQB6N8:0,"Count me as extremely satisfied, it's a perfect computer."
B0096VDM8G_5_A2Q6ZHSO5QDPRQ,B0096VDM8G_5_A2Q6ZHSO5QDPRQ:0,"I just bought this computer from the Apple Store, and I couldn't be more impressed with it."
B0096VDM8G_5_A2Q6ZHSO5QDPRQ,B0096VDM8G_5_A2Q6ZHSO5QDPRQ:1,"It has a stunning retina display, and is very fast."
B0096VDM8G_5_A2Q6ZHSO5QDPRQ,B0096VDM8G_5_A2Q6ZHSO5QDPRQ:2,The solid-state memory makes it a lot faster than previous MacBook Pro models that used a spinning hard drive.
B0096VDM8G_5_A2Q6ZHSO5QDPRQ,B0096VDM8G_5_A2Q6ZHSO5QDPRQ:3,"This computer is good for anything, and it has really superseded my high expectations."
B0096VDM8G_5_A2Q6ZHSO5QDPRQ,B0096VDM8G_5_A2Q6ZHSO5QDPRQ:4,"Also, the sound quality from the speakers is crystal clear, and everything is just sleek and smooth."
B0096VDM8G_5_A2Q6ZHSO5QDPRQ,B0096VDM8G_5_A2Q6ZHSO5QDPRQ:5,"The HD display is sensational, and now watching any movie is a very enjoyable experience for me."
B0096VDM8G_5_A2Q6ZHSO5QDPRQ,B0096VDM8G_5_A2Q6ZHSO5QDPRQ:6,"No hardware issues, as is common with any Apple product."
B0096VDM8G_5_A2Q6ZHSO5QDPRQ,B0096VDM8G_5_A2Q6ZHSO5QDPRQ:7,"Great product, and couldn't be happier with it."
B0096VDM8G_18_A1EIPZLLDN3AGU,B0096VDM8G_18_A1EIPZLLDN3AGU:0,"awesome laptop, i love it"
B00FU83YWS_213_A3BFZ9CMLQWKV9,B00FU83YWS_213_A3BFZ9CMLQWKV9:0,I love my new ThinkPad!
B00FU83YWS_213_A3BFZ9CMLQWKV9,B00FU83YWS_213_A3BFZ9CMLQWKV9:1,"It gives me everything I need from a computer and with the long lasting battery, it also gives me mobility."
B00FU83YWS_213_A3BFZ9CMLQWKV9,B00FU83YWS_213_A3BFZ9CMLQWKV9:2,I can use it anywhere.
B00FU83YWS_213_A3BFZ9CMLQWKV9,B00FU83YWS_213_A3BFZ9CMLQWKV9:3,It was a great purchase.
B00FU83YWS_205_ALTYOQRHM0AP7,B00FU83YWS_205_ALTYOQRHM0AP7:0,All the sturdy and substantial feel you expect from a Thinkpad.
B00FU83YWS_205_ALTYOQRHM0AP7,B00FU83YWS_205_ALTYOQRHM0AP7:1,Average performance on almost every benchmark but priced accordingly.
B00FU83YWS_205_ALTYOQRHM0AP7,B00FU83YWS_205_ALTYOQRHM0AP7:2,Below average on the w-fi adapter which I'm still trying to get to the bottom of.
B00FU83YWS_205_ALTYOQRHM0AP7,B00FU83YWS_205_ALTYOQRHM0AP7:3,If the wi-fi adapter will not support duplex operation (still trying to get to the bottom of that) that's a noticeable drawback I'll be grousing about for the entire time I use it.
B00FU83YWS_203_A9GCSPVVE7ML0,B00FU83YWS_203_A9GCSPVVE7ML0:0,Great laptop.
B00FU83YWS_203_A9GCSPVVE7ML0,B00FU83YWS_203_A9GCSPVVE7ML0:1,Fast.
B00FU83YWS_203_A9GCSPVVE7ML0,B00FU83YWS_203_A9GCSPVVE7ML0:2,Works very well.
B00FU83YWS_203_A9GCSPVVE7ML0,B00FU83YWS_203_A9GCSPVVE7ML0:3,Would purchase again.
B00FU83YWS_200_A2P9XOT1E1YQZ0,B00FU83YWS_200_A2P9XOT1E1YQZ0:0,A good value for the money.
B00FU83YWS_200_A2P9XOT1E1YQZ0,B00FU83YWS_200_A2P9XOT1E1YQZ0:1,Quite pleased with it.
B00FU83YWS_200_A2P9XOT1E1YQZ0,B00FU83YWS_200_A2P9XOT1E1YQZ0:2,Fast enough for my purposes.
B00FU83YWS_200_A2P9XOT1E1YQZ0,B00FU83YWS_200_A2P9XOT1E1YQZ0:3,No bloatware from third party parasites to uninstall.
B00FU83YWS_200_A2P9XOT1E1YQZ0,B00FU83YWS_200_A2P9XOT1E1YQZ0:4,Excellent keyboard and crisp screen.
B00FU83YWS_200_A2P9XOT1E1YQZ0,B00FU83YWS_200_A2P9XOT1E1YQZ0:5,Battery could be better but it has robust processor and plenty of RAM so that is a trade off I suppose.
B00FU83YWS_200_A2P9XOT1E1YQZ0,B00FU83YWS_200_A2P9XOT1E1YQZ0:6,I'm glad to have it and it showed up in only a few days.
B00FU83YWS_199_A3HRW8G7BZK0CX,B00FU83YWS_199_A3HRW8G7BZK0CX:0,"The laptop itself is very good, it could be better, but not bad at all for it's price point."
B00FU83YWS_199_A3HRW8G7BZK0CX,B00FU83YWS_199_A3HRW8G7BZK0CX:1,It does everything I need.
B00FU83YWS_199_A3HRW8G7BZK0CX,B00FU83YWS_199_A3HRW8G7BZK0CX:2,The big deal with this was Windows 7.
B00FU83YWS_199_A3HRW8G7BZK0CX,B00FU83YWS_199_A3HRW8G7BZK0CX:3,"I had searched everywhere for a Windows 7 laptop, and all I could find was that awful Windows 8."
B00FU83YWS_199_A3HRW8G7BZK0CX,B00FU83YWS_199_A3HRW8G7BZK0CX:4,When I saw this I grabbed it.
B00FU83YWS_199_A3HRW8G7BZK0CX,B00FU83YWS_199_A3HRW8G7BZK0CX:5,It has met all my needs.
B0096VDM8G_50_AIKQH7ZLIRYNH,B0096VDM8G_50_AIKQH7ZLIRYNH:0,Just what I expected.
B0096VDM8G_50_AIKQH7ZLIRYNH,B0096VDM8G_50_AIKQH7ZLIRYNH:1,I don't have any complains about this computer
B0096VDM8G_47_ADVH60401PIPV,B0096VDM8G_47_ADVH60401PIPV:0,Outstanding laptop and very well built.
B0096VDM8G_47_ADVH60401PIPV,B0096VDM8G_47_ADVH60401PIPV:1,This unit will replace my old desktop.
B0096VDM8G_47_ADVH60401PIPV,B0096VDM8G_47_ADVH60401PIPV:2,The retina display is fantastic.
B0096VDM8G_28_A197TNH9U4YJMZ,B0096VDM8G_28_A197TNH9U4YJMZ:0,One of the best thing i have bought in years.
B0096VDM8G_28_A197TNH9U4YJMZ,B0096VDM8G_28_A197TNH9U4YJMZ:1,"Great PC, light and powerful."
B0096VDM8G_28_A197TNH9U4YJMZ,B0096VDM8G_28_A197TNH9U4YJMZ:2,Is just amazing.=)
B0096VDM8G_27_A11NFW8ZFX723Z,B0096VDM8G_27_A11NFW8ZFX723Z:0,The glare of the glossy-retina display is unbearable.
B0096VDM8G_27_A11NFW8ZFX723Z,B0096VDM8G_27_A11NFW8ZFX723Z:1,Do not buy a mac until this issue is resolved.
B00KMRGF28_187_A13MKZMIR0KM7W,B00KMRGF28_187_A13MKZMIR0KM7W:0,"Performs as advertised, if not better!"
B00KMRGF28_187_A13MKZMIR0KM7W,B00KMRGF28_187_A13MKZMIR0KM7W:1,Super light weight (I never cared either way about weight until now).
B00KMRGF28_187_A13MKZMIR0KM7W,B00KMRGF28_187_A13MKZMIR0KM7W:2,Feels like solid state.
B00KMRGF28_187_A13MKZMIR0KM7W,B00KMRGF28_187_A13MKZMIR0KM7W:3,WONDERFUL machine;
B00KMRGF28_187_A13MKZMIR0KM7W,B00KMRGF28_187_A13MKZMIR0KM7W:4,glad I bought it.
B00KMRGF28_187_A13MKZMIR0KM7W,B00KMRGF28_187_A13MKZMIR0KM7W:5,"Tiny, forgivable drawback - no ethernet cable outlet."
B00KMRGF28_187_A13MKZMIR0KM7W,B00KMRGF28_187_A13MKZMIR0KM7W:6,But that's not a deal-breaker.
B00KMRGF28_187_A13MKZMIR0KM7W,B00KMRGF28_187_A13MKZMIR0KM7W:7,SUPER LAPTOP!!
B00KMRGF28_187_A13MKZMIR0KM7W,B00KMRGF28_187_A13MKZMIR0KM7W:8,Will probably get another one for my wife!
B00KMRGF28_396_A3L1L2X4G6Y5UK,B00KMRGF28_396_A3L1L2X4G6Y5UK:0,"a bit ugly,but works good"
B00KMRGF28_387_A2CWJW76X1NX01,B00KMRGF28_387_A2CWJW76X1NX01:0,I like the design rather sleek and light.
